family,program_code,variant,question,expected,repair_action,answer,pass
eligibility_threshold,751030120,below,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 17,25 thấp hơn ngưỡng 17,50 của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC). [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751030120,equal,"Thí sinh có 17,50 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,50 đạt ngưỡng 17,50 của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC). [DHHP-2026-PROGRAMS]",1
eligibility_threshold,751030120,above,"Thí sinh có 17,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC) không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,75 đạt ngưỡng 17,50 của Công nghệ kỹ thuật điện, điện tử: Công nghệ điện tử, vi mạch và bán dẫn (CLC). [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734010101,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị kinh doanh không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Quản trị kinh doanh. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734010101,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị kinh doanh không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Quản trị kinh doanh. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734010101,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị kinh doanh không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Quản trị kinh doanh. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734010102,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị tài chính kế toán không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Quản trị tài chính kế toán. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734010102,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị tài chính kế toán không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Quản trị tài chính kế toán. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734010102,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị tài chính kế toán không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Quản trị tài chính kế toán. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011501,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Marketing số không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Marketing số. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011501,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Marketing số không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Marketing số. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011501,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Marketing số không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Marketing số. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011502,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Marketing không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Marketing. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011502,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Marketing không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Marketing. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011502,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Marketing không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Marketing. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011503,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Truyền thông marketing không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Truyền thông marketing. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011503,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Truyền thông marketing không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Truyền thông marketing. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734011503,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Truyền thông marketing không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Truyền thông marketing. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734012201,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Thương mại điện tử không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Thương mại điện tử. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734012201,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Thương mại điện tử không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Thương mại điện tử. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734012201,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Thương mại điện tử không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Thương mại điện tử. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734020102,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Tài chính doanh nghiệp không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Tài chính doanh nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734020102,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Tài chính doanh nghiệp không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Tài chính doanh nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734020102,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Tài chính doanh nghiệp không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Tài chính doanh nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734030102,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán doanh nghiệp không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Kế toán doanh nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734030102,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán doanh nghiệp không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Kế toán doanh nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734030102,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán doanh nghiệp không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Kế toán doanh nghiệp. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734030103,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán - Kiểm toán không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Kế toán - Kiểm toán. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734030103,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán - Kiểm toán không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Kế toán - Kiểm toán. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,734030103,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kế toán - Kiểm toán không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Kế toán - Kiểm toán. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,722020401,below,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Ngôn ngữ Trung Quốc không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 17,25 thấp hơn ngưỡng 17,50 của Ngôn ngữ Trung Quốc. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,722020401,equal,"Thí sinh có 17,50 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Ngôn ngữ Trung Quốc không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,50 đạt ngưỡng 17,50 của Ngôn ngữ Trung Quốc. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,722020401,above,"Thí sinh có 17,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Ngôn ngữ Trung Quốc không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,75 đạt ngưỡng 17,50 của Ngôn ngữ Trung Quốc. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,722903001,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Văn học không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Văn học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,722903001,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Văn học không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Văn học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,722903001,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Văn học không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Văn học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010102,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kinh tế ngoại thương không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Kinh tế ngoại thương. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010102,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kinh tế ngoại thương không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Kinh tế ngoại thương. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010102,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Kinh tế ngoại thương không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Kinh tế ngoại thương. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010103,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản lý kinh tế không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Quản lý kinh tế. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010103,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản lý kinh tế không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Quản lý kinh tế. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010103,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản lý kinh tế không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Quản lý kinh tế. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010104,below,"Thí sinh có 17,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Logistics và vận tải đa phương thức không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 17,75 thấp hơn ngưỡng 18,00 của Logistics và vận tải đa phương thức. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010104,equal,"Thí sinh có 18,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Logistics và vận tải đa phương thức không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 18,00 đạt ngưỡng 18,00 của Logistics và vận tải đa phương thức. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731010104,above,"Thí sinh có 18,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Logistics và vận tải đa phương thức không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 18,25 đạt ngưỡng 18,00 của Logistics và vận tải đa phương thức. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731040101,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Tâm lý học giáo dục không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Tâm lý học giáo dục. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731040101,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Tâm lý học giáo dục không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Tâm lý học giáo dục. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731040101,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Tâm lý học giáo dục không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Tâm lý học giáo dục. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731060801,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Nhật Bản học không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Nhật Bản học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731060801,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Nhật Bản học không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Nhật Bản học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,731060801,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Nhật Bản học không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Nhật Bản học. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,776010101,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công tác xã hội không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Công tác xã hội. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,776010101,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công tác xã hội không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Công tác xã hội. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,776010101,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Công tác xã hội không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Công tác xã hội. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010301,below,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị dịch vụ du lịch và lữ hành không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 17,25 thấp hơn ngưỡng 17,50 của Quản trị dịch vụ du lịch và lữ hành. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010301,equal,"Thí sinh có 17,50 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị dịch vụ du lịch và lữ hành không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,50 đạt ngưỡng 17,50 của Quản trị dịch vụ du lịch và lữ hành. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010301,above,"Thí sinh có 17,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị dịch vụ du lịch và lữ hành không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,75 đạt ngưỡng 17,50 của Quản trị dịch vụ du lịch và lữ hành. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010302,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị lữ hành, khách sạn không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Quản trị lữ hành, khách sạn. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010302,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị lữ hành, khách sạn không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Quản trị lữ hành, khách sạn. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010302,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Quản trị lữ hành, khách sạn không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Quản trị lữ hành, khách sạn. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010303,below,"Thí sinh có 16,75 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Hướng dẫn du lịch không?",NO,GENERIC_PT1_THRESHOLD_GUARD,"Không. Điểm PT1 16,75 thấp hơn ngưỡng 17,00 của Hướng dẫn du lịch. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010303,equal,"Thí sinh có 17,00 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Hướng dẫn du lịch không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,00 đạt ngưỡng 17,00 của Hướng dẫn du lịch. [DHHP-2026-PROGRAMS]",1
eligibility_threshold,781010303,above,"Thí sinh có 17,25 điểm PT1 và không có điều kiện bổ sung khác. Có đạt ngưỡng của Hướng dẫn du lịch không?",YES,GENERIC_PT1_THRESHOLD_GUARD,"Có. Điểm PT1 17,25 đạt ngưỡng 17,00 của Hướng dẫn du lịch. [DHHP-2026-PROGRAMS]",1
